E_L93	N_L93	nb_m2	g_m2	Nb_0.25m2	g_0.25m2	Points	Annee
371917.442	6412370.903	2	30.6931648612981	0.5	7.67329121532453	S6_26	2010
372421.857	6410983.75	54	296.122643769097	13.5	74.0306609422743	S6_27	2010
373237.602	6411855.824	60	282.388062014707	15	70.5970155036767	S6_3	2010
372695.815	6411912.105	12	71.4469535576224	3	17.8617383894056	S6_30	2010
373859.159	6412136.941	68	337.576619181384	17	84.3941547953461	S6_4	2010
373498.863	6411597.4	32	147.319913529817	8	36.8299783824543	S6_5	2010
373580.68	6412362.519	42	213.502048758298	10.5	53.3755121895745	S6_6	2010
373324.728	6412019.467	18	80.2631284953511	4.5	20.0657821238378	S6_7	2010
373441.688	6411863.71	62	173.078885001322	15.5	43.2697212503306	S6_8	2010
373922.027	6412313.78	34	165.335185622758	8.5	41.3337964056894	S6_9	2010
370627.879	6411534.642	0	0	0	0,0	Z1_1	2010
371047.06	6409847.058	0	0	0	0,0	Z1_10	2010
372108.341	6410227.994	50	405.146509073464	12.5	101.286627268366	Z1_11	2010
372049.916	6410425.383	0	0	0	0,0	Z1_12	2010
371109.967	6410731.629	0	0	0	0,0	Z1_13	2010
371301.455	6410735.194	34	215.015005203053	8.5	53.7537513007631	Z1_14	2010
371614.315	6409958.245	2	13.7920362808327	0.5	3.44800907020817	Z1_15	2010
370509.93	6410664.785	2	0.843935594615146	0.5	0.210983898653786	Z1_16	2010
370975.161	6411330.728	18	142.743524628697	4.5	35.6858811571743	Z1_17	2010
370928.171	6410383.711	4	40.5104301970157	1	10.1276075492539	Z1_18	2010
371742.925	6410366.564	8	64.7764655161045	2	16.1941163790261	Z1_19	2010
371341.14	6410347.1	12	77.0937559759116	3	19.2734389939779	Z1_2	2010
371944.622	6410244.928	82	655.784046432346	20.5	163.946011608087	Z1_20	2010
371942.882	6409955.674	10	110.41894842577	2.5	27.6047371064425	Z1_21	2010
371396.692	6410960.744	4	52.4025665863869	1	13.1006416465967	Z1_22	2010
370872.182	6410498.444	58	417.38954172071	14.5	104.347385430177	Z1_3	2010
370541.251	6410543.627	18	100.324660706078	4.5	25.0811651765196	Z1_32	2010
370678.499	6410223.055	6	92.4543169218732	1.5	23.1135792304683	Z1_4	2010
371142.759	6411048.485	16	125.548720432378	4	31.3871801080945	Z1_5	2010
371360.597	6410738.519	60	323.004431061934	15	80.7511077654834	Z1_6	2010
371169.954	6410830.453	6	16.9902220045639	1.5	4.24755550114098	Z1_7	2010
371351.766	6409679.836	6	14.6545501418817	1.5	3.66363753547043	Z1_8	2010
371017.634	6411260.959	4	31.3762211083967	1	7.84405527709917	Z1_9	2010
375465.324	6410460.776	14	69.3252135111368	3.5	17.3313033777842	Z2_1	2010
375521.776	6410212.376	60	436.701407317292	15	109.175351829323	Z2_10	2010
374229.822	6410255.125	2	22.0672976280449	0.5	5.51682440701122	Z2_11	2010
374796.368	6410540.729	88	249.044586098993	22	62.2611465247483	Z2_12	2010
375337.951	6410445.15	8	32.360377571998	2	8.0900943929995	Z2_13	2010
374080.34	6410050.406	28	112.853118611381	7	28.2132796528453	Z2_14	2010
375668.416	6410448.444	16	44.0393424094283	4	11.0098356023571	Z2_15	2010
374729.241	6410584.787	122	399.636161196585	30.5	99.9090402991462	Z2_16	2010
374890.386	6410640.118	4	38.643762070335	1	9.66094051758374	Z2_17	2010
374397.325	6410159.161	52	266.226820479434	13	66.5567051198584	Z2_2	2010
375214.939	6411274.616	42	277.679659269685	10.5	69.4199148174213	Z2_3	2010
373719.243	6409964.504	0	0	0	0,0	Z2_5	2010
373528.447	6409907.188	4	37.8050496057691	1	9.45126240144227	Z2_6	2010
374263.624	6410186.755	72	455.343433213504	18	113.835858303376	Z2_7	2010
375219.015	6410617.171	32	164.161013768319	8	41.0402534420798	Z2_8	2010
374489.615	6410246.812	50	266.126331716594	12.5	66.5315829291484	Z2_9	2010
377368.268	6407981.051	212	763.569558082803	53	190.892389520701	Z3_1	2010
375912.917	6408099.316	4	32.069918363937	1	8.01747959098426	Z3_10	2010
377182.983	6407678.242	44	171.555366497802	11	42.8888416244504	Z3_11	2010
376207.668	6407406.361	50	212.020149338754	12.5	53.0050373346885	Z3_12	2010
375900.278	6407843.457	2	8.91537105816279	0.5	2.2288427645407	Z3_13	2010
377237.17	6407784.978	106	491.411184291122	26.5	122.85279607278	Z3_14	2010
376370.209	6407571.175	146	455.146200786641	36.5	113.78655019666	Z3_16	2010
375956.175	6407877.428	92	746.124660571766	23	186.531165142942	Z3_2	2010
377372.003	6408136.162	8	39.7445854773872	2	9.93614636934681	Z3_3	2010
376255.183	6407706.369	170	1113.82012168104	42.5	278.455030420259	Z3_4	2010
376682.434	6407746.242	120	698.088072178087	30	174.522018044522	Z3_5	2010
375862.168	6407847.084	4	28.2020050814462	1	7.05050127036155	Z3_6	2010
377330.277	6407832.116	98	323.673187033916	24.5	80.918296758479	Z3_7	2010
377475.5	6408010.429	46	125.553513658999	11.5	31.3883784147499	Z3_8	2010
375921.15	6408079.219	88	853.762174365127	22	213.440543591282	Z3_9	2010
371493.729	6414111.24	82	443.54548337707	20.5	110.886370844267	A_1	2012
371719.518	6414956.281	6	54.3024664778484	1.5	13.5756166194621	A_10	2012
370641.386	6414139.544	0	0	0	0,0	A_11	2012
370434.372	6413712.939	0	0	0	0,0	A_13	2012
371992.895	6413794.374	24	89.5898445744157	6	22.3974611436039	A_14	2012
371019.764	6413655.289	70	403.190368672467	17.5	100.797592168117	A_15	2012
373272.517	6413624.232	30	144.009923818796	7.5	36.0024809546991	A_16	2012
370958.015	6414341.513	24	159.977771073201	6	39.9944427683002	A_17	2012
371497.453	6414148.833	10	48.3342681986832	2.5	12.0835670496708	A_18	2012
371478.084	6414625.644	0	0	0	0,0	A_19	2012
371499.839	6413265.017	2	2.90543760532814	0.5	0.726359401332036	A_2	2012
370636.013	6414352.728	0	0	0	0,0	A_20	2012
370749.983	6414292.174	20	158.225627997336	5	39.556406999334	A_21	2012
370281.82	6415268.572	0	0	0	0,0	A_22	2012
372950.3	6413242.118	60	304.848272242045	15	76.2120680605111	A_23	2012
371994.263	6413556.488	64	270.707823619246	16	67.6769559048116	A_24	2012
370482.235	6415302.073	2	30.6931648612981	0.5	7.67329121532453	A_25	2012
371246.729	6415201.842	10	121.170024341482	2.5	30.2925060853705	A_26	2012
371758.873	6412785.838	32	202.922942833832	8	50.730735708458	A_27	2012
370670.293	6414821.69	6	33.6158293921018	1.5	8.40395734802545	A_28	2012
371006.492	6414692.672	2	24.0465075827706	0.5	6.01162689569264	A_29	2012
371654.125	6414619.053	14	110.39016916032	3.5	27.5975422900801	A_3	2012
371652.924	6412605.97	132	676.428678469403	33	169.107169617351	A_30	2012
371735.362	6415146.184	4	29.2290581018127	1	7.30726452545317	A_31	2012
371454.737	6413918.462	8	48.7622849045901	2	12.1905712261475	A_32	2012
370681.755	6414073.273	38	193.93456390093	9.5	48.4836409752325	A_33	2012
372142.709	6413573.401	20	128.119574057871	5	32.0298935144679	A_34	2012
371608.835	6414547.026	0	0	0	0,0	A_35	2012
371236.982	6413907.645	4	30.9826686862077	1	7.74566717155192	A_36	2012
371780.823	6414879.622	10	43.570469667277	2.5	10.8926174168193	A_37	2012
372079.339	6413619.771	122	526.907465613672	30.5	131.726866403418	A_38	2012
371941.957	6413379.354	2	16.7914410526356	0.5	4.19786026315891	A_39	2012
372767.725	6413824.442	60	413.319262780767	15	103.329815695192	A_4	2012
372239.318	6414125.761	14	78.9315895720353	3.5	19.7328973930088	A_41	2012
370803.345	6414576.456	2	28.3560590036163	0.5	7.08901475090408	A_42	2012
371617.912	6414961.661	0	0	0	0,0	A_43	2012
372685.991	6414002.101	18	139.127590386055	4.5	34.7818975965136	A_44	2012
372303.554	6414556.877	4	31.9570228256617	1	7.98925570641543	A_45	2012
371348.214	6412679.147	2	4.64870850619742	0.5	1.16217712654936	A_46	2012
370743.27	6414411.097	0	0	0	0,0	A_47	2012
370517.386	6413466.688	2	15.2421941695635	0.5	3.81054854239087	A_48	2012
371416.956	6414901.034	2	16.7914410526356	0.5	4.19786026315891	A_49	2012
372735.167	6413794.291	4	25.2448149054557	1	6.31120372636391	A_5	2012
372723.49	6413859.564	28	191.227543808055	7	47.8068859520139	A_50	2012
370417.985	6414892.121	0	0	0	0,0	A_51	2012
371102.762	6414547.168	12	62.0953248279791	3	15.5238312069948	A_53	2012
372015.284	6413924.705	100	458.43218890954	25	114.608047227385	A_54	2012
370969.45	6413925.241	2	20.2006295013641	0.5	5.05015737534102	A_55	2012
370719.488	6414292.316	8	63.0833587690589	2	15.7708396922647	A_56	2012
371375.159	6412571.479	26	123.075790607553	6.5	30.7689476518883	A_57	2012
371247.353	6413405.383	0	0	0	0,0	A_58	2012
370206.181	6414062.694	0	0	0	0,0	A_59	2012
373069.071	6413821.311	14	94.0751660321625	3.5	23.5187915080406	A_60	2012
372561.784	6414021.146	68	407.381977459253	17	101.845494364813	A_61	2012
371632.903	6412998.622	0	0	0	0,0	A_62	2012
371044.397	6412629.004	0	0	0	0,0	A_63	2012
371778.681	6413085.094	0	0	0	0,0	A_64	2012
370540.016	6414785.744	4	32.9618786409334	1	8.24046966023334	A_65	2012
372480.16	6412901.954	28	198.538314518305	7	49.6345786295763	A_66	2012
372622.057	6413526.348	6	27.4876955607412	1.5	6.87192389018529	A_67	2012
371808.391	6414909.024	0	0	0	0,0	A_68	2012
373016.079	6413634.08	58	267.557268905308	14.5	66.8893172263271	A_7	2012
370931.315	6415068.838	16	89.9538677293008	4	22.4884669323252	A_78	2012
372239.872	6414400.383	0	0	0	0,0	A_8	2012
371429.494	6414775.928	4	44.5847672917007	1	11.1461918229252	A_82	2012
370261.94	6415106.873	0	0	0	0,0	A_9	2012
370919.863	6414131.225	50	278.371099626014	12.5	69.5927749065036	A_92	2012
370946.971	6415360.413	2	20.2006295013641	0.5	5.05015737534102	A_94	2012
373864.66	6413039.013	2	13.7920362808327	0.5	3.44800907020817	B_1	2012
377357.612	6409436.159	56	343.082093550678	14	85.7705233876694	B_10	2012
374513.503	6412688.745	6	36.9447456932873	1.5	9.23618642332183	B_11	2012
373263.421	6412766.693	20	136.717498944538	5	34.1793747361345	B_12	2012
374548.059	6411064.181	0	0	0	0,0	B_13	2012
378717.331	6408684.049	4	24.9676278878652	1	6.24190697196631	B_14	2012
374536.146	6412579.973	26	138.486991051497	6.5	34.6217477628743	B_15	2012
374477.318	6411693.236	140	740.426626400889	35	185.106656600222	B_16	2012
375525.795	6412060.207	270	985.726283226838	67.5	246.431570806709	B_17	2012
373121.451	6413134.868	4	24.9676278878652	1	6.24190697196631	B_18	2012
375880.228	6411654.658	16	84.9072169363709	4	21.2268042340927	B_19	2012
377123.795	6410296.395	4	23.6132086562096	1	5.90330216405241	B_2	2012
374751.72	6411352.785	46	266.581200062107	11.5	66.6453000155268	B_20	2012
374295.284	6411627.369	60	391.721989963464	15	97.930497490866	B_21	2012
373129.059	6412581.218	0	0	0	0,0	B_22	2012
376991.081	6408882.21	2	18.4431325689709	0.5	4.61078314224272	B_23	2012
377735.859	6408808.664	64	288.801572455163	16	72.2003931137908	B_24	2012
378452.399	6408913.238	6	21.9557379391836	1.5	5.48893448479591	B_25	2012
375039.98	6412536.721	146	733.017602578739	36.5	183.254400644685	B_26	2012
376344.666	6410442.32	2	12.4376170491771	0.5	3.10940426229427	B_27	2012
375868.635	6411317.042	44	166.459708208605	11	41.6149270521513	B_28	2012
376876.108	6410687.927	16	73.7199563239935	4	18.4299890809984	B_29	2012
376880.815	6408554.041	40	231.519802237734	10	57.8799505594335	B_3	2012
376528.068	6410239.359	36	156.102013781086	9	39.0255034452715	B_30	2012
377231.389	6409749.099	84	283.997215055442	21	70.9993037638606	B_31	2012
374076.865	6412995.16	20	91.3559248980477	5	22.8389812245119	B_32	2012
373210.598	6413163.893	4	25.2448149054557	1	6.31120372636391	B_33	2012
378544.643	6408897.496	20	69.9676078207332	5	17.4919019551833	B_34	2012
375972.165	6411040.098	166	613.411501607242	41.5	153.352875401811	B_35	2012
376333.302	6410379.25	0	0	0	0,0	B_36	2012
372923.129	6412770.444	0	0	0	0,0	B_37	2012
373544.355	6413187.001	54	251.33328489001	13.5	62.8333212225025	B_38	2012
375582.364	6411670.819	42	235.543104238637	10.5	58.8857760596593	B_39	2012
376478.122	6410049.179	84	362.408930436433	21	90.6022326091082	B_4	2012
377827.5	6409422.039	52	302.111263275234	13	75.5278158188085	B_40	2012
377197.307	6410079.444	30	158.452387968999	7.5	39.6130969922499	B_41	2012
377256.076	6409066.652	46	277.980491015447	11.5	69.4951227538619	B_42	2012
375433.458	6412019.747	96	505.947059341376	24	126.486764835344	B_43	2012
374419.299	6411418.267	14	91.7716015262687	3.5	22.9429003815672	B_44	2012
375756.224	6410986.78	82	327.689332196439	20.5	81.9223330491098	B_45	2012
374227.536	6412244.805	24	116.974785866254	6	29.2436964665636	B_46	2012
373789.297	6412634.86	74	425.662692614507	18.5	106.415673153627	B_47	2012
374299.13	6410725.051	28	267.295583880122	7	66.8238959700306	B_48	2012
374650.653	6411353.661	8	54.0334590306026	2	13.5083647576506	B_49	2012
377188.249	6408661.541	48	246.207824074959	12	61.5519560187397	B_5	2012
375392.661	6411476.914	164	1026.38739555686	41	256.596848889215	B_50	2012
373147.131	6413087.256	44	304.41572257125	11	76.1039306428124	B_51	2012
376556.507	6409994.937	92	414.172584513661	23	103.543146128415	B_52	2012
374552.708	6412438.236	16	58.5141777932512	4	14.6285444483128	B_53	2012
374431.494	6411735.69	56	376.930962705369	14	94.2327406763422	B_54	2012
378434.164	6408205.416	2	13.7920362808327	0.5	3.44800907020817	B_55	2012
377041.261	6409866.508	152	825.642499659982	38	206.410624914995	B_56	2012
377344.574	6409132.452	28	125.748944107467	7	31.4372360268668	B_57	2012
377546.005	6409792.967	2	12.4376170491771	0.5	3.10940426229427	B_58	2012
378386.797	6408745.143	46	214.040356361507	11.5	53.5100890903768	B_59	2012
377613.952	6408768.369	0	0	0	0,0	B_6	2012
378716.198	6408529.148	8	44.8804755701385	2	11.2201188925346	B_60	2012
375638.001	6411060.233	74	351.978392477106	18.5	87.9945981192765	B_61	2012
374549.094	6412827.47	20	95.6867134546444	5	23.9216783636611	B_62	2012
375594.173	6411065.154	46	266.481097858831	11.5	66.6202744647077	B_63	2012
377555.322	6408692.304	106	484.153809464165	26.5	121.038452366041	B_64	2012
377212.68	6409888.738	6	28.9206125299471	1.5	7.23015313248678	B_65	2012
374239.873	6412691.208	22	115.368678180727	5.5	28.8421695451817	B_66	2012
374161.452	6412583.314	2	15.2421941695635	0.5	3.81054854239087	B_67	2012
376548.637	6410542.119	54	239.960274703573	13.5	59.9900686758933	B_68	2012
374583.917	6411728.943	24	118.435500588439	6	29.6088751471097	B_69	2012
378403.724	6408487.374	4	19.0861068499237	1	4.77152671248093	B_7	2012
373016.569	6412714.308	50	294.99051303609	12.5	73.7476282590226	B_70	2012
376797.956	6410318.441	34	143.895958866685	8.5	35.9739897166712	B_71	2012
378185.767	6408650.297	8	47.3933890875781	2	11.8483472718945	B_72	2012
376621.823	6409385.494	50	388.383002645306	12.5	97.0957506613265	B_73	2012
377028.333	6410049.213	74	256.712723379712	18.5	64.178180844928	B_74	2012
376913.362	6409329.89	80	450.066827665691	20	112.516706916423	B_8	2012
377448.714	6409354.874	80	415.549931223583	20	103.887482805896	B_9	2012
374970.328	6411762.002	42	309.559161834353	10.5	77.3897904585883	B_92	2012
376739.654	6405922.807	2	18.4431325689709	1	9.22156628448543	C_1	2012
376132.776	6405518.635	8	37.0623053891029	4	18.5311526945514	C_10	2012
378046.55	6404122.718	0	0	0	0,0	C_11	2012
375992.201	6405218.578	4	22.4402377850692	2	11.2201188925346	C_12	2012
377890.197	6403993.214	6	46.4302828313738	3	23.2151414156869	C_13	2012
376218.844	6404163.45	0	0	0	0,0	C_14	2012
376049.048	6405247.503	24	90.2478955179799	12	45.1239477589899	C_15	2012
376769.032	6406245.928	10	29.9505488435277	5	14.9752744217639	C_16	2012
375511.094	6405069.708	0	0	0	0,0	C_17	2012
376839.328	6404209.515	8	40.831387377246	4	20.415693688623	C_18	2012
376495.884	6403999.801	10	57.1360816663882	5	28.5680408331941	C_19	2012
376693.394	6406086.486	38	274.636618854648	19	137.318309427324	C_2	2012
377017.949	6405779.065	20	58.4428405843697	10	29.2214202921848	C_20	2012
376652.064	6406129.971	14	74.5765521307446	7	37.2882760653723	C_21	2012
378171.482	6404451.3	0	0	0	0,0	C_22	2012
376300.763	6405388.164	26	157.746634775937	13	78.8733173879686	C_23	2012
377192.755	6405594.684	4	8.7544508375063	2	4.37722541875315	C_24	2012
375917.455	6405381.837	10	35.6479513964689	5	17.8239756982344	C_25	2012
376925.439	6404216.051	96	409.894629427946	48	204.947314713973	C_26	2012
377138.566	6406055.672	4	26.4177857765961	2	13.208892888298	C_27	2012
376041.438	6405438.18	0	0	0	0,0	C_28	2012
377449.307	6406153.167	10	44.2445544317049	5	22.1222772158524	C_29	2012
376375.025	6404849.695	66	282.181269972136	33	141.090634986068	C_3	2012
376198.569	6404173.786	0	0	0	0,0	C_30	2012
378382.768	6404179.211	0	0	0	0,0	C_31	2012
376508.29	6404755.604	218	969.485926390777	109	484.742963195389	C_32	2012
377231.602	6404764.191	4	25.4934400682486	2	12.7467200341243	C_33	2012
377908.9	6405067.09	22	122.798725516801	11	61.3993627584004	C_34	2012
376238.906	6404719.217	4	15.0500785115641	2	7.52503925578206	C_35	2012
377126.328	6405781.72	0	0	0	0,0	C_36	2012
376506.948	6406457.99	0	0	0	0,0	C_37	2012
377313.194	6405170.905	0	0	0	0,0	C_38	2012
376141.931	6404876.995	28	122.280377161203	14	61.1401885806017	C_39	2012
376823.974	6406322.522	8	56.7000731211922	4	28.3500365605961	C_4	2012
377693.925	6404263.254	52	263.455025881452	26	131.727512940726	C_40	2012
376285.45	6404603.957	18	165.381122773111	9	82.6905613865553	C_41	2012
377418.72	6404024.354	0	0	0	0,0	C_42	2012
376150.85	6404250.416	4	27.4726500229743	2	13.7363250114871	C_43	2012
378235.566	6404187.005	0	0	0	0,0	C_44	2012
376620.344	6406321.728	2	11.1755916070326	1	5.58779580351628	C_45	2012
376642.505	6404341.609	0	0	0	0,0	C_46	2012
378302.892	6403803.374	22	143.323333502498	11	71.6616667512488	C_47	2012
376489.635	6405002.345	10	40.9325573811224	5	20.4662786905612	C_48	2012
376150.017	6404396.543	0	0	0	0,0	C_49	2012
376958.445	6405852.361	30	175.904800001512	15	87.9524000007561	C_5	2012
377286.149	6404446.851	2	11.1755916070326	1	5.58779580351628	C_6	2012
377238.082	6404193.029	4	30.484388339127	2	15.2421941695635	C_7	2012
376003.119	6404671.303	4	16.4437572320786	2	8.22187861603928	C_8	2012
377431.972	6405777.209	22	100.20631691681	11	50.1031584584052	C_9	2012
376755.777	6403115.286	2	16.7914410526356	1	8.39572052631781	D_1	2012
378382.99	6402883.748	0	0	0	0,0	D_10	2012
374701.579	6403171.605	2	20.2006295013641	1	10.100314750682	D_11	2012
374300.856	6403552.699	0	0	0	0,0	D_12	2012
377335.17	6402936.509	2	15.2421941695635	1	7.62109708478175	D_13	2012
374747.478	6403054.135	12	110.245331044921	6	55.1226655224604	D_14	2012
374203.331	6403702.664	0	0	0	0,0	D_15	2012
374215.043	6403554.416	0	0	0	0,0	D_16	2012
377131.497	6403022.272	4	27.9670326596682	2	13.9835163298341	D_17	2012
374931.724	6404006.438	0	0	0	0,0	D_18	2012
375211.454	6404145.427	0	0	0	0,0	D_19	2012
373596.5	6403148.186	0	0	0	0,0	D_2	2012
374927.251	6403868.819	0	0	0	0,0	D_20	2012
373433.762	6403903.463	0	0	0	0,0	D_21	2012
374496.603	6403218.948	12	81.3157337476435	6	40.6578668738218	D_22	2012
373919.519	6403742.88	0	0	0	0,0	D_23	2012
377881.675	6402683.032	18	51.968580685995	9	25.9842903429975	D_24	2012
375222.172	6402916.918	0	0	0	0,0	D_25	2012
374944.662	6404126.188	0	0	0	0,0	D_26	2012
375411.094	6403556.403	34	129.65224917552	17	64.8261245877598	D_27	2012
374486.574	6403475.416	4	29.047072328058	2	14.523536164029	D_28	2012
373761.748	6403019.986	0	0	0	0,0	D_29	2012
375408.969	6402999.123	0	0	0	0,0	D_3	2012
373738.445	6403013.288	0	0	0	0,0	D_30	2012
375035.791	6404336.786	0	0	0	0,0	D_31	2012
373450.492	6403709.321	0	0	0	0,0	D_32	2012
375208.4	6402845.986	2	11.1755916070326	1	5.58779580351628	D_33	2012
377032.307	6402455.168	0	0	0	0,0	D_34	2012
374884.653	6403214.609	0	0	0	0,0	D_35	2012
375221.46	6404250.779	0	0	0	0,0	D_36	2012
375751.934	6402734.061	12	60.6761358795092	6	30.3380679397546	D_37	2012
375276.859	6403533.847	0	0	0	0,0	D_38	2012
376807.496	6403059.068	0	0	0	0,0	D_39	2012
376411.166	6403033.822	0	0	0	0,0	D_4	2012
376528.202	6402348.569	0	0	0	0,0	D_40	2012
374926.61	6404034.879	0	0	0	0,0	D_41	2012
372591.699	6403727.849	0	0	0	0,0	D_42	2012
373300.467	6404014.222	0	0	0	0,0	D_43	2012
375180.578	6404281.185	0	0	0	0,0	D_44	2012
375121.623	6403076.205	0	0	0	0,0	D_45	2012
377973.447	6402768.743	0	0	0	0,0	D_46	2012
377770.322	6402588.653	0	0	0	0,0	D_47	2012
376162.273	6402915.032	0	0	0	0,0	D_48	2012
373614.597	6403207.051	0	0	0	0,0	D_49	2012
378957.556	6402950.453	12	65.2773742339563	6	32.6386871169782	D_5	2012
377418.546	6403542.865	2	18.4431325689709	1	9.22156628448543	D_50	2012
375624.464	6403070.756	0	0	0	0,0	D_51	2012
378796.809	6402895.618	0	0	0	0,0	D_52	2012
377416.96	6403452.097	4	42.267927129409	2	21.1339635647045	D_53	2012
378933.695	6402962.576	4	29.977812870936	2	14.988906435468	D_54	2012
374415.395	6403952.13	0	0	0	0,0	D_55	2012
373628.59	6403115.747	0	0	0	0,0	D_56	2012
376348.336	6403187.021	0	0	0	0,0	D_57	2012
375337.423	6403611.9	48	163.417111265525	24	81.7085556327626	D_58	2012
376808.282	6402960.352	0	0	0	0,0	D_59	2012
373874.384	6403473.435	0	0	0	0,0	D_6	2012
373352.09	6403290.534	0	0	0	0,0	D_60	2012
374723.145	6402937.846	0	0	0	0,0	D_61	2012
377942.849	6402956.846	0	0	0	0,0	D_62	2012
372845.956	6403417.651	0	0	0	0,0	D_63	2012
373974.66	6403426.488	4	39.2887017523341	2	19.644350876167	D_64	2012
373086.356	6403142.585	0	0	0	0,0	D_65	2012
374075.217	6403390.715	4	29.977812870936	2	14.988906435468	D_66	2012
377196.011	6403059.634	0	0	0	0,0	D_67	2012
375742.298	6403430.869	0	0	0	0,0	D_68	2012
374951.241	6402944.647	0	0	0	0,0	D_69	2012
373590.784	6403227.9	0	0	0	0,0	D_7	2012
372668.329	6402839.599	0	0	0	0,0	D_9	2012
378218.844	6402727.27	6	45.8256715030318	3	22.9128357515159	D_95	2012
374908.48	6407668.438	36	230.810862753564	9	57.702715688391	E_1	2012
374725.695	6408924.291	70	420.129414816676	17.5	105.032353704169	E_10	2012
374904.844	6407830.133	118	557.3750797087	29.5	139.343769927175	E_11	2012
375051.974	6407455.212	0	0	0	0,0	E_12	2012
374746.587	6408631.843	30	229.527419460325	7.5	57.3818548650813	E_13	2012
374895.238	6407844.28	38	267.981171882191	9.5	66.9952929705477	E_14	2012
374533.64	6408682.184	6	43.7698491517687	1.5	10.9424622879422	E_15	2012
374856.799	6409596.1	16	96.9112463827779	4	24.2278115956945	E_16	2012
375035.705	6407338.307	2	6.13470745340132	0.5	1.53367686335033	E_17	2012
374437.375	6409635.104	10	57.2878680972598	2.5	14.321967024315	E_18	2012
374094.313	6409286.241	16	159.113448173608	4	39.7783620434019	E_19	2012
374766.818	6408570.922	32	214.697948118378	8	53.6744870295944	E_2	2012
374691.707	6409305.461	18	149.505054154791	4.5	37.3762635386977	E_20	2012
374573.77	6409409.853	6	45.8256715030318	1.5	11.4564178757579	E_3	2012
374811.41	6409431.798	0	0	0	0,0	E_4	2012
374574.361	6409439.32	2	3.4261424402037	0.5	0.856535610050926	E_5	2012
374285.427	6408929.932	30	194.440749535077	7.5	48.6101873837693	E_6	2012
375080.85	6407493.361	2	18.4431325689709	0.5	4.61078314224272	E_7	2012
375157.153	6407744.421	8	67.9839178413021	2	16.9959794603255	E_8	2012
374601.025	6407833.44	4	22.3511832140651	1	5.58779580351628	E_9	2012
370439.161	6408030.635	2	15.2421941695635	0.5	3.81054854239087	F_1	2012
370005.199	6408149.803	0	0	0	0,0	F_2	2012
370167.912	6408893.887	78	404.108358037914	19.5	101.027089509479	F_3	2012
370046.499	6408642.962	0	0	0	0,0	F_4	2012
370427.276	6408377.962	0	0	0	0,0	F_5	2012
370366.599	6408006.951	0	0	0	0,0	F_6	2012
370021.722	6409012.085	14	115.752667000563	3.5	28.9381667501407	F_7	2012
371117.382	6411530.358	34	313.37302673738	8.5	78.3432566843449	G_1	2012
370748.191	6411607.247	0	0	0	0,0	G_10	2012
371420.016	6411557.393	0	0	0	0,0	G_2	2012
371639.156	6411336.682	12	103.022674531369	3	25.7556686328422	G_3	2012
371402.49	6411504.819	76	520.72390175887	19	130.180975439717	G_4	2012
371083.524	6411486.318	0	0	0	0,0	G_5	2012
370829.813	6411695.465	6	20.4134954030304	1.5	5.10337385075761	G_6	2012
371706.16	6411334.588	18	117.355356167728	4.5	29.338839041932	G_7	2012
371791.753	6411338.421	52	282.55974999825	13	70.6399374995626	G_8	2012
370552.051	6411678.479	12	85.2404002311864	3	21.3101000577966	G_9	2012
372841.505	6411099.366	32	259.313787843563	8	64.8284469608909	H_1	2012
372595.198	6410703.341	12	73.6264687026581	3	18.4066171756645	H_10	2012
372780.619	6409925.913	36	250.388557242435	9	62.5971393106087	H_11	2012
372907.277	6411239.433	40	281.7864962055	10	70.4466240513751	H_12	2012
372915.505	6410593.11	10	44.4045971513386	2.5	11.1011492878346	H_16	2012
372978.697	6411293.586	38	156.035876315776	9.5	39.008969078944	H_2	2012
372428.521	6409838.331	56	323.494472699177	14	80.8736181747941	H_3	2012
372833.262	6410527.868	14	146.024604431199	3.5	36.5061511077998	H_4	2012
373329.399	6411239.647	124	686.058404439013	31	171.514601109753	H_5	2012
373006.058	6410628.998	2	16.7914410526356	0.5	4.19786026315891	H_6	2012
372477.225	6410282.759	58	453.11670933572	14.5	113.27917733393	H_7	2012
372470.79	6409595.538	4	15.8208749433308	1	3.95521873583269	H_8	2012
372725.322	6410758.315	24	172.539966896496	6	43.1349917241241	H_9	2012
370321.602	6410933.885	4	36.8862651379417	2	18.4431325689709	I_1	2012
370014.251	6410887.028	6	57.5101212989725	3	28.7550606494862	I_13	2012
370471.477	6411191.555	0	0	0	0,0	I_2	2012
369540.966	6410662.753	0	0	0	0,0	I_3	2012
370031.376	6411154.703	24	235.005123053016	12	117.502561526508	I_4	2012
369649.294	6410905.476	0	0	0	0,0	I_5	2012
369843.577	6410579.259	0	0	0	0,0	I_6	2012
370327.75	6411237.65	0	0	0	0,0	I_7	2012
370336.899	6411064.419	16	161.668390218957	8	80.8341951094785	I_8	2012
369252.675	6410766.32	0	0	0	0,0	I_9	2012
369633.155	6412867.124	8	83.2067890926407	2	20.8016972731602	K_1	2012
369256.971	6412931.575	0	0	0	0,0	K_10	2012
369164.657	6412846.692	2	28.3560590036163	0.5	7.08901475090408	K_11	2012
369076.989	6413051.779	0	0	0	0,0	K_12	2012
369093.173	6412350.404	8	72.8514044628773	2	18.2128511157193	K_13	2012
370132.526	6413377.193	0	0	0	0,0	K_14	2012
368855.597	6412955.164	0	0	0	0,0	K_15	2012
