E_L93	N_L93	nb_m2	g_m2	Nb_0.25m2	g_0.25m2	Points	Annee
380051.15	6405035.979	0	0	0	0,0	S4_54	2006
380091.568	6404231.784	0	0	0	0,0	S4_55	2006
379174.373	6404083.42	0	0	0	0,0	S4_60	2006
379943.833	6403952.698	0	0	0	0,0	S4_65	2006
378640.476	6403896.798	0	0	0	0,0	S4_73	2006
379688.246	6404517.56	8	53.4133811927283	2	13.3533452981821	S4_74	2006
373574.963	6412361.539	70	446.886090292614	17.5	111.721522573154	S6_2	2006
372017.189	6412380.19	30	194.150871336925	7.5	48.5377178342313	S6_3	2006
372719.181	6412384.262	142	634.186622639465	35.5	158.546655659866	S6_4	2006
373824.307	6412013.83	8	37.5916084059132	2	9.39790210147831	S6_5	2006
372703.082	6411405.019	32	161.280328816169	8	40.3200822040422	S6_6	2006
373392.197	6412053.208	32	212.062345463086	8	53.0155863657715	S6_7	2006
372205.87	6411330.262	24	146.843108507874	6	36.7107771269684	S6_8	2006
372767.416	6411985.371	18	96.9291284576353	4.5	24.2322821144088	S6_9	2006
372292.689	6411386.229	0	0	0	0,0	S6_11	2006
372201.851	6412209.558	124	791.364880008673	31	197.841220002168	S6_13	2006
373816.841	6411812.726	20	112.118451895658	5	28.0296129739144	S6_14	2006
373591.656	6411815.989	190	1110.81223764295	47.5	277.703059410739	S6_15	2006
373037.466	6411908.775	8	32.9120160652326	2	8.22800401630814	S6_16	2006
373476.186	6412167.903	10	82.3999072238928	2.5	20.5999768059732	S6_17	2006
373777.195	6411742.054	20	129.948616220341	5	32.4871540550852	S6_18	2006
373872.261	6412317.214	26	166.821874265644	6.5	41.705468566411	S6_20	2006
374042.791	6411806.136	84	439.305385886863	21	109.826346471716	S6_21	2006
372719.181	6412384.262	48	262.560602974296	12	65.640150743574	S6_23	2006
372220.434	6410917.458	52	241.333517956266	13	60.3333794890666	S6_24	2006
372525.791	6411442.723	26	231.198736801509	6.5	57.7996842003773	S6_28	2006
373043.126	6411758	6	45.0758635997182	1.5	11.2689658999296	S6_31	2006
372681.329	6411507.955	10	85.2324265062345	2.5	21.3081066265586	S6_32	2006
373062.424	6411993.911	10	89.0560195630769	2.5	22.2640048907692	S6_33	2006
372428.145	6410989.654	34	58.2575916289332	8.5	14.5643979072333	S6_34	2006
372441.793	6412093.921	104	353.258700865042	26	88.3146752162604	S6_35	2006
372259.501	6411342.113	100	569.264237186889	25	142.316059296722	S6_37	2006
373726.891	6411633.824	48	374.219429931011	12	93.5548574827527	S6_38	2006
371183.266	6410632.245	2	0.245135977641474	0.5	0.0612839944103686	Z1_1	2006
371158.414	6411173.883	4	16.8934102140463	1	4.22335255351157	Z1_2	2006
372046.261	6410239.515	14	115.421675529626	3.5	28.8554188824066	Z1_3	2006
371100.197	6410222.861	4	31.2614966089445	1	7.81537415223611	Z1_4	2006
371389.482	6410485.24	6	44.8299032693422	1.5	11.2074758173356	Z1_5	2006
371705.299	6410695.926	4	44.2416810571273	1	11.0604202642818	Z1_7	2006
370658.727	6410388.641	4	26.3353369547654	1	6.58383423869135	Z1_8	2006
370651.083	6410235.219	2	6.13470745340132	0.5	1.53367686335033	Z1_9	2006
371024.019	6410990.317	6	9.11830362376665	1.5	2.27957590594166	Z1_10	2006
370765.66	6410908.883	12	73.7155056589276	3	18.4288764147319	Z1_11	2006
371718.812	6409814.627	62	357.765997159575	15.5	89.4414992898938	Z1_12	2006
371600.343	6409800.75	10	7.14820770265171	2.5	1.78705192566293	Z1_13	2006
371471.487	6409680.084	0	0	0	0,0	Z1_14	2006
371208.102	6411117.654	14	76.4676699352773	3.5	19.1169174838193	Z1_15	2006
371343.237	6410312.6	4	6.03497884539958	1	1.50874471134989	Z1_16	2006
371521.585	6410458.771	14	71.0620625495486	3.5	17.7655156373871	Z1_18	2006
371490.754	6409997.013	10	90.4276320926378	2.5	22.6069080231594	Z1_21	2006
371678.11	6409877.631	32	202.405383739219	8	50.6013459348047	Z1_22	2006
370964.879	6410856.035	14	60.182801337688	3.5	15.045700334422	Z1_23	2006
371205.544	6410554.443	14	65.5537807593591	3.5	16.3884451898398	Z1_24	2006
371607.449	6409752.613	48	156.878323806074	12	39.2195809515184	Z1_25	2006
371799.381	6410720.928	2	13.7920362808327	0.5	3.44800907020817	Z1_27	2006
371598.868	6409943.357	8	76.1637293452776	2	19.0409323363194	Z1_29	2006
373449.924	6409727.627	2	6.13470745340132	0.5	1.53367686335033	Z2_1	2006
374842.264	6410446.703	10	75.5265844999689	2.5	18.8816461249922	Z2_2	2006
375392.617	6411129.478	4	20.0052414717843	1	5.00131036794608	Z2_4	2006
374582.725	6410082.14	8	102.129524640415	2	25.5323811601037	Z2_5	2006
374721.379	6410429.18	32	270.224193704638	8	67.5560484261595	Z2_6	2006
374142.305	6410005.95	2	16.7914410526356	0.5	4.19786026315891	Z2_7	2006
375414.549	6411220.854	32	197.868365312358	8	49.4670913280894	Z2_8	2006
374588.191	6410481.667	2	26.1416347227299	0.5	6.53540868068247	Z2_9	2006
374454.975	6410408.65	4	29.1160005595269	1	7.27900013988172	Z2_11	2006
375248.594	6410436.37	6	27.3129197963261	1.5	6.82822994908151	Z2_13	2006
373642.903	6410245.486	14	86.1004257380317	3.5	21.5251064345079	Z2_14	2006
375364.231	6410529.583	4	23.7337309230441	1	5.93343273076104	Z2_15	2006
375410.705	6410313.502	30	338.21885466442	7.5	84.5547136661051	Z2_16	2006
375044.958	6411384.338	28	252.525429593932	7	63.1313573984831	Z2_19	2006
375420.869	6411290.806	8	37.1740185931222	2	9.29350464828054	Z2_21	2006
375223.567	6410898.548	10	55.3865213966368	2.5	13.8466303491592	Z2_24	2006
376094.049	6407943.344	38	327.908139928256	9.5	81.977034982064	Z3_1	2006
375920.327	6407989.506	24	203.713012086909	6	50.9282530217274	Z3_2	2006
377447.473	6407242.342	0	0	0	0,0	Z3_3	2006
376230.671	6407554.96	8	45.0595885404201	2	11.264897135105	Z3_4	2006
376908.207	6407931.076	22	198.010413299344	5.5	49.5026033248359	Z3_5	2006
377510.394	6407887.017	4	30.484388339127	1	7.62109708478175	Z3_6	2006
376225.749	6407931.117	48	404.194315002123	12	101.048578750531	Z3_7	2006
375774.793	6407873.114	2	18.4431325689709	0.5	4.61078314224272	Z3_8	2006
376298.339	6407933.529	74	571.529845433947	18.5	142.882461358487	Z3_9	2006
377167.226	6407983.964	62	426.325950757618	15.5	106.581487689404	Z3_10	2006
377008.251	6407896.458	12	119.278426145396	3	29.819606536349	Z3_11	2006
377351.98	6407550.764	14	109.794779702303	3.5	27.4486949255759	Z3_12	2006
376706.904	6407575.968	34	187.782055131482	8.5	46.9455137828705	Z3_13	2006
376656.526	6407694.44	48	385.280161509362	12	96.3200403773405	Z3_14	2006
370936.699	6413448.865	40	406.804969062019	10	101.701242265505	A_1	2008
373122.795	6413386.081	10	49.020102039888	2.5	12.255025509972	A_10	2008
371633.165	6414961.586	2	16.7914410526356	0.5	4.19786026315891	A_11	2008
372459.999	6412753.144	0	0	0	0,0	A_12	2008
371263.677	6414855.766	12	118.665605162184	3	29.6664012905461	A_13	2008
370986.28	6414649.672	0	0	0	0,0	A_14	2008
371667.272	6414383.522	12	122.960666737994	3	30.7401666844985	A_15	2008
370759.181	6413915.55	16	124.242949243005	4	31.0607373107511	A_16	2008
371824.31	6413575.743	2	3.4261424402037	0.5	0.856535610050926	A_17	2008
370324.304	6414568.301	0	0	0	0,0	A_18	2008
370342.175	6415431.619	0	0	0	0,0	A_19	2008
370547.113	6414721.549	8	66.2834913229298	2	16.5708728307325	A_2	2008
371049.821	6412589.246	0	0	0	0,0	A_20	2008
372668.032	6414156.378	6	40.1456840926947	1.5	10.0364210231737	A_21	2008
371546.586	6414025.673	4	55.9496102849016	1	13.9874025712254	A_22	2008
372540.798	6413320.776	2	33.1563410995717	0.5	8.28908527489292	A_23	2008
371196.632	6412277.288	4	46.1138052108154	1	11.5284513027039	A_24	2008
371757.514	6413013.144	2	22.0672976280449	0.5	5.51682440701122	A_25	2008
371549.505	6414823.272	18	82.0889917757529	4.5	20.5222479439382	A_26	2008
370679.19	6413651.97	0	0	0	0,0	A_27	2008
372073.472	6413431.364	0	0	0	0,0	A_28	2008
372686.319	6413625.313	6	41.7590689405009	1.5	10.4397672351252	A_29	2008
370960.808	6413749.351	24	146.317625650197	6	36.5794064125492	A_3	2008
371561.783	6414947.97	2	12.4376170491771	0.5	3.10940426229427	A_30	2008
372265.261	6413815.709	12	57.8793274704787	3	14.4698318676197	A_31	2008
372124.808	6414707.096	8	45.0636978985684	2	11.2659244746421	A_32	2008
371592.546	6412775.074	8	97.2225482042484	2	24.3056370510621	A_33	2008
370535.729	6413925.627	8	62.0191826252892	2	15.5047956563223	A_34	2008
370847.257	6414907.537	10	50.9076232907528	2.5	12.7269058226882	A_35	2008
372667.647	6413285.077	12	104.759085310089	3	26.1897713275223	A_36	2008
371769.053	6413212.396	10	94.9174598740827	2.5	23.7293649685207	A_37	2008
370352.401	6415204.469	2	26.1416347227299	0.5	6.53540868068247	A_38	2008
370513.477	6413810.015	18	163.964423086516	4.5	40.991105771629	A_39	2008
370767.612	6415341.82	2	20.2006295013641	0.5	5.05015737534102	A_4	2008
372511.711	6413267.043	0	0	0	0,0	A_40	2008
372292.85	6413254.89	0	0	0	0,0	A_41	2008
370860.143	6413804.838	10	84.4816235272199	2.5	21.120405881805	A_42	2008
371092.264	6413369.836	8	75.3428633126281	2	18.835715828157	A_43	2008
371815.01	6414969.979	6	50.4001553946326	1.5	12.6000388486581	A_44	2008
370445.643	6415289.547	0	0	0	0,0	A_45	2008
371343.477	6412460.336	52	241.546075669045	13	60.3865189172614	A_46	2008
371966.559	6414060.277	34	144.309339080444	8.5	36.077334770111	A_47	2008
372346.854	6412827.931	32	170.116567808869	8	42.5291419522171	A_48	2008
372704.135	6412940.157	8	31.2055849785824	2	7.8013962446456	A_49	2008
372424.031	6414510.817	6	57.3018712496514	1.5	14.3254678124128	A_5	2008
371708.184	6412700.661	24	182.874976444654	6	45.7187441111635	A_50	2008
370326.358	6414619.751	0	0	0	0,0	A_51	2008
372724.068	6413264.719	18	136.174023806369	4.5	34.0435059515924	A_52	2008
371814.773	6412717.188	32	146.018449009353	8	36.5046122523383	A_53	2008
371391.5	6415354.596	12	92.801879055769	3	23.2004697639423	A_54	2008
371298.242	6412540.578	12	74.7868616882069	3	18.6967154220517	A_55	2008
371089.715	6412379.464	16	76.9059273500147	4	19.2264818375037	A_56	2008
370916.345	6413691.556	18	78.0603738996042	4.5	19.5150934749011	A_57	2008
370362.388	6414647.483	12	88.7075366940949	3	22.1768841735237	A_58	2008
371751.403	6414128.025	6	43.9343604244082	1.5	10.9835901061021	A_59	2008
370878.037	6414346.6	2	11.1755916070326	0.5	2.79389790175814	A_6	2008
372075.09	6412975.4	18	111.079004943904	4.5	27.769751235976	A_60	2008
372673.39	6413706.278	2	2.90543760532814	0.5	0.726359401332036	A_61	2008
371847.199	6413280.525	8	96.4178647015495	2	24.1044661753874	A_62	2008
370957.158	6414390.765	0	0	0	0,0	A_63	2008
371135.257	6413877.145	0	0	0	0,0	A_64	2008
370667.574	6415265.72	0	0	0	0,0	A_65	2008
372024.141	6414773.158	14	92.3624633045488	3.5	23.0906158261372	A_66	2008
371451.281	6414995.519	0	0	0	0,0	A_67	2008
371903.153	6414728.609	8	47.1818622252878	2	11.795465556322	A_68	2008
372639.796	6414353.794	0	0	0	0,0	A_69	2008
370512.558	6415082.038	16	96.9998498795849	4	24.2499624698962	A_7	2008
371888.415	6415087.948	0	0	0	0,0	A_8	2008
371068.957	6413953.063	0	0	0	0,0	A_9	2008
378357.711	6408936.978	4	16.1373281892935	1	4.03433204732337	B_1	2008
377976.494	6409308.03	4	2.87277425711323	1	0.718193564278308	B_10	2008
376781.397	6409761.9	30	244.681394604912	7.5	61.1703486512281	B_11	2008
379081.403	6408296.227	0	0	0	0,0	B_12	2008
376728.335	6410582.832	0	0	0	0,0	B_13	2008
374023.761	6413134.391	20	50.3528528404657	5	12.5882132101164	B_14	2008
374478.865	6410927.898	48	440.566125891489	12	110.141531472872	B_15	2008
373107.341	6413089.894	14	48.1909828328477	3.5	12.0477457082119	B_16	2008
376460.678	6410651.413	2	1.07720650280209	0.5	0.269301625700523	B_17	2008
373199.535	6413090.725	0	0	0	0,0	B_18	2008
374819.912	6411552.501	18	92.507047903819	4.5	23.1267619759547	B_19	2008
376535.566	6410595.84	0	0	0	0,0	B_2	2008
376856.193	6409041.2	44	285.541546150802	11	71.3853865377005	B_20	2008
377414.351	6408907.679	104	316.212523412044	26	79.053130853011	B_21	2008
377258.171	6409085.327	26	70.9996268184458	6.5	17.7499067046114	B_22	2008
373464.84	6412996.993	0	0	0	0,0	B_23	2008
373999.171	6413174.767	16	83.596200417876	4	20.899050104469	B_24	2008
378134.801	6409311.2	10	69.5414656799581	2.5	17.3853664199895	B_25	2008
376558.813	6409857.953	24	110.720406360496	6	27.680101590124	B_26	2008
374253.035	6412783.051	10	42.0805156920271	2.5	10.5201289230068	B_27	2008
377245.104	6410267.524	12	22.2324904556709	3	5.55812261391773	B_28	2008
373668.504	6413196.237	12	48.1192679140554	3	12.0298169785138	B_29	2008
377170.834	6409425.922	12	77.5161188875833	3	19.3790297218958	B_3	2008
373662.108	6412564.468	2	5.35713312948687	0.5	1.33928328237172	B_30	2008
375587.682	6411952.417	16	33.185789806816	4	8.29644745170401	B_31	2008
375497.363	6411517.008	18	61.5630178000453	4.5	15.3907544500113	B_32	2008
376691.807	6410222.906	54	46.8172504811922	13.5	11.704312620298	B_33	2008
376486.33	6410961.225	2	1.07720650280209	0.5	0.269301625700523	B_34	2008
373520.755	6412555.022	62	233.979298989726	15.5	58.4948247474315	B_35	2008
374856.342	6412643.847	16	56.1860114910064	4	14.0465028727516	B_36	2008
376995.667	6409574.585	42	177.323953110329	10.5	44.3309882775823	B_37	2008
375695.918	6411368.359	14	45.4752467335158	3.5	11.368811683379	B_38	2008
374628.692	6411677.156	40	177.165373402132	10	44.2913433505329	B_39	2008
373680.755	6413407.727	12	100.075429323059	3	25.0188573307647	B_4	2008
378744.257	6408149.26	16	45.0925859366769	4	11.2731464841692	B_40	2008
378047.345	6409344.088	6	32.1511949180147	1.5	8.03779872950366	B_41	2008
377104.637	6410406.505	2	12.4376170491771	0.5	3.10940426229427	B_42	2008
375756.325	6411042.986	54	231.528907839785	13.5	57.8822269599463	B_43	2008
376749.318	6409965.358	0	0	0	0,0	B_44	2008
374642.735	6412794.389	196	283.119625502185	49	70.7799063755464	B_45	2008
374201.559	6412302.516	30	122.231718715835	7.5	30.5579296789587	B_46	2008
378817.544	6408266.678	6	22.2657605940496	1.5	5.56644014851241	B_47	2008
373417.984	6412851.403	16	176.864349256417	4	44.2160873141041	B_48	2008
376802.973	6409302.945	52	335.589086160616	13	83.8972715401539	B_49	2008
376545.705	6409749.533	4	42.4896401517414	1	10.6224100379354	B_5	2008
374569.047	6412720.226	14	83.899006779598	3.5	20.9747516948995	B_50	2008
378887.918	6408541.284	0	0	0	0,0	B_51	2008
377481.544	6409690.414	12	55.1440351162329	3	13.7860087790582	B_52	2008
377366.237	6408819.046	150	277.737678897318	37.5	69.4344197243295	B_53	2008
377312.799	6409845.378	14	4.96476988805458	3.5	1.24119247201364	B_54	2008
374047.439	6413124.314	8	70.1076173795527	2	17.5269043448882	B_55	2008
376778.614	6409617.867	4	1.99757906642707	1	0.499394766606768	B_56	2008
376722.24	6410639.225	10	78.4895188440583	2.5	19.6223797110146	B_57	2008
374198.326	6412916.562	52	129.590672977417	13	32.3976682443543	B_58	2008
376714.377	6410488.137	22	81.1638077335586	5.5	20.2909519333897	B_59	2008
374669.73	6411706.905	38	206.929302765475	9.5	51.7323256913688	B_6	2008
378231.628	6408769.985	2	16.7914410526356	0.5	4.19786026315891	B_60	2008
375882.307	6411153.775	312	406.188495872236	78	101.547123968059	B_61	2008
377456.165	6409119.014	12	29.0737456305906	3	7.26843640764764	B_62	2008
376429.405	6410159.457	8	55.0714329684041	2	13.767858242101	B_63	2008
377307.139	6409590.45	72	116.661543848232	18	29.165385962058	B_64	2008
378265.968	6408356.753	2	12.4376170491771	0.5	3.10940426229427	B_65	2008
376823.898	6410707.508	2	20.2006295013641	0.5	5.05015737534102	B_66	2008
373261.856	6413191.173	2	20.2006295013641	0.5	5.05015737534102	B_67	2008
375790.408	6411321.554	66	92.048640102667	16.5	23.0121600256667	B_68	2008
376425.668	6410062.288	16	44.2407971585749	4	11.0601992896437	B_69	2008
377590.071	6409364.321	12	56.9571177056749	3	14.2392794264187	B_7	2008
377399.221	6408495.947	2	18.4431325689709	0.5	4.61078314224272	B_70	2008
373468.714	6413223.144	14	86.1538113845101	3.5	21.5384528461275	B_71	2008
377146.848	6409446.1	8	14.0465436554596	2	3.51163591386491	B_72	2008
377386.085	6410052.153	28	138.205259447951	7	34.5513148619877	B_73	2008
373223.316	6413136.846	4	14.0452226962925	1	3.51130567407312	B_74	2008
374442.398	6412037.297	40	214.320283388264	10	53.580070847066	B_75	2008
377548.438	6409963.683	14	87.5412325654106	3.5	21.8853081413527	B_8	2008
377018.625	6409885.927	18	115.832186794891	4.5	28.9580466987227	B_9	2008
377649.74	6405445.992	0	0	0	0,0	C_1	2008
377819.524	6404984.308	16	76.7384907962483	8	38.3692453981241	C_10	2008
377230.644	6405786.256	2	30.6931648612981	1	15.3465824306491	C_11	2008
378154.252	6404006.375	0	0	0	0,0	C_12	2008
376272.12	6405408.073	4	26.2296533300097	2	13.1148266650049	C_13	2008
378212.331	6404522.007	0	0	0	0,0	C_14	2008
377018.228	6406568.641	2	22.0672976280449	1	11.0336488140224	C_15	2008
376145.677	6404820.759	28	103.913786877235	14	51.9568934386176	C_16	2008
375062.928	6405373.339	0	0	0	0,0	C_17	2008
377507.766	6406431.938	12	119.302839881259	6	59.6514199406294	C_18	2008
376353.786	6404114.346	2	20.2006295013641	1	10.100314750682	C_19	2008
376949.953	6406049.61	0	0	0	0,0	C_2	2008
377946.497	6404366.575	0	0	0	0,0	C_20	2008
377953.261	6404584.77	0	0	0	0,0	C_21	2008
376584.511	6406576.441	4	33.5828821052712	2	16.7914410526356	C_22	2008
376316.211	6404991.691	20	79.0381170471492	10	39.5190585235746	C_23	2008
378435.398	6404084.615	2	13.7920362808327	1	6.89601814041634	C_24	2008
376027.495	6405290.668	0	0	0	0,0	C_25	2008
377168.347	6405407.748	0	0	0	0,0	C_26	2008
376061.572	6404248.367	4	26.3353369547654	2	13.1676684773827	C_27	2008
376934.773	6406141.524	2	13.7920362808327	1	6.89601814041634	C_28	2008
377773.717	6404095.474	10	90.3108726451626	5	45.1554363225813	C_29	2008
377234.208	6405468.011	0	0	0	0,0	C_3	2008
376036.108	6405256.87	8	63.2217238840094	4	31.6108619420047	C_30	2008
376418.465	6405116.224	8	35.5084790402903	4	17.7542395201451	C_31	2008
377169.198	6406609.995	10	105.031010354644	5	52.5155051773221	C_32	2008
377459.906	6406227.749	2	16.7914410526356	1	8.39572052631781	C_33	2008
378382.013	6403963.323	0	0	0	0,0	C_34	2008
376669.371	6404293.7	4	21.3769016229648	2	10.6884508114824	C_36	2008
375230.321	6405505.734	0	0	0	0,0	C_37	2008
376137.043	6405055.015	32	144.268600629016	16	72.1343003145078	C_38	2008
376808.519	6404577.22	16	122.928475120119	8	61.4642375600595	C_39	2008
377794.912	6403979.494	14	104.48815140798	7	52.24407570399	C_4	2008
377348.787	6404582.106	8	59.3432537680649	4	29.6716268840324	C_40	2008
377320.181	6406450.899	4	29.047072328058	2	14.523536164029	C_41	2008
376568.276	6404799.467	4	20.0909626651954	2	10.0454813325977	C_42	2008
377303.517	6406484.459	0	0	0	0,0	C_43	2008
377490.878	6406471.948	0	0	0	0,0	C_44	2008
376792.447	6404021.811	6	59.4893312536982	3	29.7446656268491	C_45	2008
378415.422	6403839.19	2	6.98473222693458	1	3.49236611346729	C_46	2008
376215.562	6404077.231	0	0	0	0,0	C_47	2008
375967.868	6404691.407	8	58.2810879567921	4	29.1405439783961	C_48	2008
378368.428	6403619.793	18	146.410776781941	9	73.2053883909705	C_49	2008
376204.101	6404209.509	0	0	0	0,0	C_5	2008
375550.372	6405341.058	0	0	0	0,0	C_50	2008
377202.58	6406450.005	2	24.0465075827706	1	12.0232537913853	C_51	2008
376216.595	6404420.648	2	6.13470745340132	1	3.06735372670066	C_6	2008
377286.99	6406178.262	4	36.9920705539997	2	18.4960352769999	C_7	2008
377582.715	6404991.753	0	0	0	0,0	C_8	2008
377949.548	6404816.599	0	0	0	0,0	C_9	2008
379352.584	6402937.282	0	0	0	0,0	D_1	2008
376798.346	6403316.611	2	12.4376170491771	1	6.21880852458853	D_10	2008
377538.73	6403483.314	8	67.3706534770687	4	33.6853267385343	D_11	2008
373615.114	6403220.675	0	0	0	0,0	D_12	2008
372815.026	6403380.002	0	0	0	0,0	D_13	2008
377827.563	6403232.533	0	0	0	0,0	D_14	2008
372875.065	6403320.916	0	0	0	0,0	D_15	2008
374475.024	6403896.869	0	0	0	0,0	D_16	2008
373285.643	6402854.309	10	56.3486203214731	5	28.1743101607365	D_17	2008
376887.125	6403090.994	2	26.1416347227299	1	13.0708173613649	D_18	2008
373513.547	6402785.036	0	0	0	0,0	D_19	2008
375165.759	6403730.118	0	0	0	0,0	D_2	2008
372500.033	6403824.281	0	0	0	0,0	D_20	2008
377211.663	6402664.83	10	67.5711902545647	5	33.7855951272823	D_21	2008
373490.877	6403262.3	0	0	0	0,0	D_22	2008
378683.227	6403000.039	0	0	0	0,0	D_23	2008
374557.556	6403613.823	0	0	0	0,0	D_24	2008
372354.697	6403981.045	0	0	0	0,0	D_25	2008
375262.794	6403978.245	0	0	0	0,0	D_26	2008
373097.837	6403641.903	0	0	0	0,0	D_27	2008
373630.571	6402832.151	0	0	0	0,0	D_28	2008
377886.179	6402582.348	0	0	0	0,0	D_29	2008
375955.323	6403410.657	0	0	0	0,0	D_3	2008
374571.376	6402961.114	0	0	0	0,0	D_30	2008
375877.361	6403239.921	4	56.834799584028	2	28.417399792014	D_31	2008
373924.782	6403214.104	0	0	0	0,0	D_32	2008
377408.271	6402652.803	24	95.0800601339692	12	47.5400300669846	D_33	2008
374614.465	6404031.938	6	76.9127475085967	3	38.4563737542984	D_34	2008
372638.176	6403838.588	0	0	0	0,0	D_35	2008
373245.22	6403498.461	0	0	0	0,0	D_36	2008
372913.742	6403045.151	22	153.674349770435	11	76.8371748852174	D_37	2008
373583.055	6403138.325	0	0	0	0,0	D_38	2008
373874.874	6403075.343	0	0	0	0,0	D_39	2008
376197.942	6402813.275	2	26.1416347227299	1	13.0708173613649	D_4	2008
373422.722	6403606.172	0	0	0	0,0	D_40	2008
375019.627	6403903.254	76	328.633316731076	38	164.316658365538	D_41	2008
377444.448	6402482.336	34	126.322645653777	17	63.1613228268887	D_42	2008
377906.747	6402650.708	0	0	0	0,0	D_43	2008
378991.283	6403141.018	2	11.1755916070326	1	5.58779580351628	D_44	2008
375215.906	6403180.139	0	0	0	0,0	D_45	2008
372751.462	6403681.809	0	0	0	0,0	D_46	2008
375906.781	6402792.531	0	0	0	0,0	D_47	2008
373570.021	6403001.119	0	0	0	0,0	D_48	2008
375324.736	6402926.916	0	0	0	0,0	D_49	2008
375496.007	6403306.58	4	45.1475000562519	2	22.573750028126	D_5	2008
378951.648	6402954.096	0	0	0	0,0	D_50	2008
375710.131	6402919.356	0	0	0	0,0	D_51	2008
374295.032	6403450.275	0	0	0	0,0	D_52	2008
374491.541	6403988.474	0	0	0	0,0	D_53	2008
379492.445	6403027.364	4	33.9926657821968	2	16.9963328910984	D_54	2008
377592.263	6402417.412	0	0	0	0,0	D_55	2008
378818.993	6402981.136	0	0	0	0,0	D_56	2008
378788.532	6403113.066	8	70.6773972925341	4	35.338698646267	D_57	2008
379519.606	6402934.756	0	0	0	0,0	D_58	2008
377397.08	6403061.709	0	0	0	0,0	D_59	2008
377918.696	6402669.593	0	0	0	0,0	D_6	2008
377958.504	6402479.702	0	0	0	0,0	D_60	2008
375099.946	6403777.854	0	0	0	0,0	D_61	2008
375579.29	6403648.463	2	20.2006295013641	1	10.100314750682	D_62	2008
374760.051	6403227.605	2	26.1416347227299	1	13.0708173613649	D_63	2008
375735.671	6403015.449	0	0	0	0,0	D_64	2008
374272.081	6403019.314	8	32.4925968278691	4	16.2462984139345	D_65	2008
373709.903	6403297.058	0	0	0	0,0	D_66	2008
378266.33	6402782.918	6	56.4672037478716	3	28.2336018739358	D_67	2008
374387.647	6403610.684	0	0	0	0,0	D_68	2008
373376.823	6403723.645	0	0	0	0,0	D_69	2008
378351.547	6402832.467	0	0	0	0,0	D_7	2008
373950.275	6403910.319	2	1.35029937320823	1	0.675149686604113	D_70	2008
378781.374	6403210.53	0	0	0	0,0	D_8	2008
374710.917	6403031.304	0	0	0	0,0	D_9	2008
374928.326	6408262.575	0	0	0	0,0	E_1	2008
375081.808	6407579.402	10	125.592117590372	2.5	31.3980293975931	E_10	2008
373776.778	6409247.638	0	0	0	0,0	E_11	2008
374895.616	6407673.128	8	76.7728418066309	2	19.1932104516577	E_12	2008
374192.523	6408663.495	0	0	0	0,0	E_13	2008
375309.064	6407799.701	0	0	0	0,0	E_14	2008
374458.105	6409194.166	140	729.257649246488	35	182.314412311622	E_15	2008
375158.583	6408247.476	0	0	0	0,0	E_16	2008
374645.019	6408835.642	8	24.4792118204235	2	6.11980295510587	E_17	2008
374869.584	6407913.676	26	199.859190009328	6.5	49.9647975023319	E_18	2008
374685.899	6409277.938	36	216.052977787242	9	54.0132444468105	E_19	2008
374086.559	6409477.266	56	407.087530371226	14	101.771882592807	E_2	2008
374830.728	6407569.033	24	197.130927260499	6	49.2827318151248	E_20	2008
374667.033	6408521.54	10	49.5170208591307	2.5	12.3792552147827	E_21	2008
374716.527	6409311.206	16	61.5346129300082	4	15.3836532325021	E_3	2008
374398.14	6409575.47	24	223.887237717319	6	55.9718094293299	E_4	2008
374168.628	6408642.614	0	0	0	0,0	E_5	2008
374527.666	6408099.766	8	61.9648057873727	2	15.4912014468432	E_6	2008
374665.76	6408914.974	42	249.227745001882	10.5	62.3069362504704	E_7	2008
374914.87	6407924.681	20	116.206616749568	5	29.051654187392	E_8	2008
374175.993	6408935.854	0	0	0	0,0	E_9	2008
369975.615	6408713.984	2	26.1416347227299	0.5	6.53540868068247	F_1	2008
369799.752	6408975.983	4	48.0930151655412	1	12.0232537913853	F_2	2008
370266.751	6408655.919	4	24.972735233373	1	6.24318380834326	F_3	2008
370021.726	6408150.834	0	0	0	0,0	F_4	2008
369984.936	6408048.733	0	0	0	0,0	F_5	2008
370194.175	6407944.031	6	44.6727858989806	1.5	11.1681964747451	F_6	2008
369807.779	6409150.293	8	67.7670147560897	2	16.9417536890224	F_7	2008
369786.74	6409154.518	2	18.4431325689709	0.5	4.61078314224272	F_8	2008
371817.334	6411388.436	40	100.603021366309	10	25.1507553415772	G_1	2008
370873.012	6411564.23	12	65.1254932518445	3	16.2813733129611	G_10	2008
371684.158	6411835.838	2	26.1416347227299	0.5	6.53540868068247	G_2	2008
371162.918	6411465.406	28	272.053604007103	7	68.0134010017756	G_3	2008
371780.278	6411329.604	72	314.059090887462	18	78.5147727218654	G_4	2008
371866.498	6411217.043	34	200.223084504273	8.5	50.0557711260682	G_5	2008
372032.286	6411042.331	16	126.423330165284	4	31.605832541321	G_6	2008
371874.286	6411417.105	56	413.349382388076	14	103.337345597019	G_7	2008
371793.161	6411191.169	42	301.681002437859	10.5	75.4202506094647	G_8	2008
371841.921	6411500.696	10	76.6498261153599	2.5	19.16245652884	G_9	2008
372487.935	6409500.277	2	18.4431325689709	0.5	4.61078314224272	H_1	2008
373013.929	6410887.117	0	0	0	0,0	H_10	2008
